post_id,person,username,account_type,caption,date,label
7,Mia Love,mialoveutah,politician,"1 of my favorite things to do when I'm home is to play catch with the kiddos, even if it is hot and I'm in a dress.",6/30/2015,0
8,Mia Love,mialoveutah,politician,I have taught my kids to love this country and grow to defend it. When he saw the bald eagle and the flag he waited in line for this pic. How awesome!,7/4/2015,0
9,Mia Love,mialoveutah,politician,There is nothing more important than faith and family time. Enjoying the beauty of Utah's canyons.,7/12/2015,0
10,Mia Love,mialoveutah,politician,Teaching how to drive. One of the many reminders of how old we are getting.,7/18/2015,0
11,Mia Love,mialoveutah,politician,First child. Prom night. So blessed to be a mother to these kids. Have fun tonight sweetie. Dad and I are so proud of you.,3/11/2018,1
12,Mia Love,mialoveutah,politician,"Alessa just received the Utah State Ambassador Scholarship. I am so proud of this young woman who has worked so hard for every grade she earned. The sleepless nights, hard days, and staying on the high honors role hasn’t been easy. What I’m most proud of is, that she has looked for opportunities to be kind to everyone, especially those who left her out and those who were also left out. She has always opened her arms to everyone. Very happy family moment. #GoAggies #USU.",4/30/2018,1
13,Mia Love,mialoveutah,politician,First day of CrossFit with this amazing lady to kick my butt. Why? Upper body strength = less burpees.,8/16/2018,1
14,Mia Love,mialoveutah,politician,Sending off my first baby to college. So happy for her....so sad for me. #usu #goaggies,8/18/2018,1
15,Mia Love,mialoveutah,politician,"Ok. All kids off to school. 1 to college, 1 to high school and 1 in 6th grade. All very different but all super kind and sweet. I love being their mom.",8/21/2018,1
16,Mia Love,mialoveutah,politician,This girl has no idea how cute she is.,8/21/2018,1
17,Mia Love,mialoveutah,politician,Pies and ice cream with the girls. Get your head in the game!,9/1/2018,1
18,Mia Love,mialoveutah,politician,"At Utah State Fair with the family. Met a really talented working artist from Lehi, Dan Wilson. Beautiful work.",9/8/2018,1
19,Mia Love,mialoveutah,politician,Go Aggies. Love Utah schools. My daughter is killin it out in Logan.,9/22/2018,1
20,Mia Love,mialoveutah,politician,@spidadmitchell One of the most humble and kind professional athletes. He also said my husband looks like Mathew McConaughey. Can’t be mad at that.,9/23/2018,1
1,Bernie Sanders,berniesanders,politician,Are you ready for a political revolution? 📷: @chrisdilts,5/26/2015,0
2,Bernie Sanders,berniesanders,politician,Thick-rimmed black glasses on Mayor Sanders in the 1980's. Classic. #tbt,6/25/2015,0
3,Bernie Sanders,berniesanders,politician,Let’s get to work. Text WORK to 82623 to get started on our campaign.,7/29/2015,0
4,Bernie Sanders,berniesanders,politician,"We are saying to every kid in America, ‘If you study hard, if you do your work, you will in fact be able to get all the education you need, regardless of the income of your family.'",7/23/2015,0
5,Bernie Sanders,berniesanders,politician,"Portland set the record tonight as 28,000 showed up for our rally. The momentum is nothing less than extraordinary.",8/10/2015,0
6,Bernie Sanders,berniesanders,politician,I believe in real family values. And that means joining the rest of the industrialized world and guaranteeing paid medical and family leave.,8/14/2015,0
7,Bernie Sanders,berniesanders,politician,Photo Gallery: View the first 100 days of the Bernie Sanders Presidential Campaign: http://Bernie.to/PhotoGallery-100Days,9/11/2015,0
8,Bernie Sanders,berniesanders,politician,"This political revolution is about starting the work to repair this country for our children and grandchildren, and many generations to come. #BabiesForBernie (Photo Credit: M.C. Thorpe)",10/8/2015,0
9,Bernie Sanders,berniesanders,politician,"While other candidates may have more money, we have the people. Let’s show them what happens when we unite. #IDPJJ",10/24/2015,0
10,Bernie Sanders,berniesanders,politician,"I can assure you from the depth of my heart that when I grew up in a three-and-a-half-room apartment in Brooklyn, New York – a rent-controlled apartment – that no one ever thought, or I ever thought, I would become president of the United States.",11/18/2015,0
11,Bernie Sanders,berniesanders,politician,"Tune in tonight at 9 ET on CNN as my colleague Senator Maria Cantwell and I debate Senator Ted Cruz and Senator Tim Scott on the Republican ""tax reform"" plan, a plan that would raise taxes on middle class families, throw 13 million Americans off of health insurance and make the rich richer at the expense of everyone else.",11/28/2017,1
12,Bernie Sanders,berniesanders,politician,"Last night, trillions of dollars were stolen from the American people. Well, I have news for Mitch McConnell and Paul Ryan: You are not going to get away with it. #TaxScamBill",12/2/2017,1
13,Bernie Sanders,berniesanders,politician,"Jewish community leaders protested today to protect the 800,000 young Dreamers who must be allowed to stay in America. We need a clean DREAM Act now.",1/17/2018,1
14,Bernie Sanders,berniesanders,politician,With a few tweaks I think @yasielpuig has 30 home runs in him this year.,3/11/2018,1
15,Bernie Sanders,berniesanders,politician,"Congratulations to the JetBlue crew members who overwhelmingly voted to join the Transport Workers Union. That is a significant victory for JetBlue workers, for the labor movement and for our country.",4/23/2018,1
16,Bernie Sanders,berniesanders,politician,I was pleased to be joined by so many Vermonters in the Essex Memorial Day Parade. Memorial Day is a time to honor those who made the ultimate sacrifice in defense of our country. We will never forget them.,5/29/2018,1
17,Bernie Sanders,berniesanders,politician,I had the pleasure of meeting with two great political revolutionaries @summerforpa and @saraforpa - newly elected members to the Pennsylvania State House.,7/15/2018,1
18,Bernie Sanders,berniesanders,politician,"John McCain was an American hero, a man of decency and honor and a friend of mine. He will be missed not just in the U.S. Senate but by all Americans who respect integrity and independence. Jane and I send our deepest condolences to his family.",8/26/2018,1
19,Bernie Sanders,berniesanders,politician,This is very good news. We can't properly reform our broken criminal justice system without ending the death penalty. We must abolish the death penalty once and for all.,10/11/2018,1
20,Bernie Sanders,berniesanders,politician,Stopped by an old favorite spot of mine today - the New York Public Library.,11/26/2018,1
1,Tulsi Gabbard,tulsigabbard,politician,Early morning start on the job today #PunaLavaFlow #GoGuard,11/5/2014,0
2,Tulsi Gabbard,tulsigabbard,politician,"Gen. Dalbir Singh, Chief of the Army, spent a few months studying at Hawaii's Asia Pacific Center for Security Studies. We discussed many topics, including the need to join forces in the fight against Islamic extremist terrorists, and the importance of partner-building military-to-military engagements between PACOM and Indian military. #TulsiIndia #Army #Military",12/16/2014,0
3,Tulsi Gabbard,tulsigabbard,politician,Doing our thing ... #TulsiAndAbraham #surfing #Hawaii,2/16/2015,0
4,Tulsi Gabbard,tulsigabbard,politician,"Mahalo to these beautiful ladies, volunteering at the West Hawaii Civic Center info kiosk! #service #HawaiiIsland",3/11/2015,0
5,Tulsi Gabbard,tulsigabbard,politician,Parents of the bride and groom and guests bless the wedding rings. #TulsiAbeWedding,4/10/2015,0
6,Tulsi Gabbard,tulsigabbard,politician,"Great conversation at today's @nationaljournal #DCWomen event, with a focus on getting more women running for office and involved in the political process.",5/19/2015,0
7,Tulsi Gabbard,tulsigabbard,politician,Thousands are gathered here in Charleston this morning to honor and celebrate the life of Senator and Reverend Clementa Carlos Pinckney. #CharlestonStrong,6/26/2015,0
8,Tulsi Gabbard,tulsigabbard,politician,"It was an honor to present awards to five people who have made great contributions to our community at the Japanese Cultural Center of Hawaii's ""Sharing the Spirit of Aloha"" Gala on Saturday night. #aloha",7/28/2015,0
9,Tulsi Gabbard,tulsigabbard,politician,"The atmosphere here in #Kona is electric as we cheer these incredible athletes across the finish line. 2.4 mile open ocean swim, 112 mile bike ride, and a 26.2 mile run. Big thanks to all the volunteers, first responders, and community who support this event every year! #konaironman2015",10/11/2015,0
10,Tulsi Gabbard,tulsigabbard,politician,One mile ... no sweat. Two miles ... better yet.  Nothing like the Army PT test to start your day #Hooah #GoGuard PhotoCred: @mrs.kandersen,11/8/2015,0
11,Tulsi Gabbard,tulsigabbard,politician,#fbf to ocean adventures and hanging in the Queen’s Bath with my guy @abrahamwilliamsdp. Love you so much! It’s good to be home. #hawaii #aloha #alohafriday,11/17/2017,1
12,Tulsi Gabbard,tulsigabbard,politician,"Sending you love, aloha, and warm wishes during these holidays! Have a Merry Christmas and a new year filled with aloha! #love #aloha",12/24/2017,1
13,Tulsi Gabbard,tulsigabbard,politician,"#UnrigTheSystem - Glad to join conservatives and liberals in NoLa this weekend, working together to fix our broken political system!",2/3/2018,1
14,Tulsi Gabbard,tulsigabbard,politician,"Too good not to share. I’m on the plane and still cracking up about this. You know you’re in Hawaii when an announcement like this comes over the PA, and most people on the plane just shrug their shoulders and laugh. Aloha and have a great weekend! #DontSweatTheSmallStuff #ILoveHawaii p.s. Now we are taking off ... with the baggage loaded.
",3/9/2018,1
15,Tulsi Gabbard,tulsigabbard,politician,"Activity is constant at Hanalei Bay with volunteers running their boats back and forth to Wainiha and Haena, helping people get in and out, bringing supplies to those cut off, and people trying to get back to their families. The aloha spirit in this community is so amazing and inspiring - everywhere you turn, people helping each other out, without thinking of themselves first. I’m really grateful to serve this community.",4/21/2018,1
16,Tulsi Gabbard,tulsigabbard,politician,Leilani Estates and Lanipuna Gardens are being evacuated due to lava flow. Red Cross shelters open and National Guard has been activated. Rolling power blackouts expected. Please be safe.,5/4/2018,1
17,Tulsi Gabbard,tulsigabbard,politician,"Yoga not only helps individuals develop greater inner peace and happiness, but it also helps foster global peace and harmony — it brings people together, from all different cultures and backgrounds, with respect and love. #internationalyogaday #yogalife #hawaii",6/21/2018,1
18,Tulsi Gabbard,tulsigabbard,politician,"Had to share this powerful artistry by Kepola Dudoit, whose story is so inspiring. Swipe right to read about her path from drug addiction, to incarceration, to empowerment. Thank you @ywcaoahu for sharing these cards with me - I’m going to have a hard time letting them go!",9/7/2018,1
19,Tulsi Gabbard,tulsigabbard,politician,"Today is #IndigenousPeoplesDay. There is no Hawaiʻi without Native Hawaiians. No America without Native Americans. No Alaska without Alaska Natives. We all continue to benefit greatly from the culture, language, wisdom and gifts they have shared with us, in spite of the injustice and hardship they’ve endured for generations. Today and always, we honor and thank them. Aloha.",10/8/2018,1
20,Tulsi Gabbard,tulsigabbard,politician,Wishing you all a Thanksgiving filled with gratitude and aloha! Shout out to my brothers and sisters in the Hawaii National Guard who are away from their families today - stay safe and come home soon! #thanksgiving #aloha,11/22/2018,1
1,Joe Rogan,joerogan,influencer,Pre show in the green room at @thecomedystore for the first time in 7 years. Felt really weird and really normal to be back at the same time. What an odd and very cool evening. Thank you to everyone that came out to the show!,11/14/2014,0
2,Joe Rogan,joerogan,influencer,Walking around @thecomedystore is like being inside a living museum of stand up comedy,12/5/2014,0
3,Joe Rogan,joerogan,influencer,"I deeply apologize for my ridiculous friends and I hope no one watching this just unexpectedly aroused. @arishaffir and @duncantrussell, how dare you.",1/4/2015,0
4,Joe Rogan,joerogan,influencer,Wrapping up another savage workout with the @onnit kettlebell chimp and my brother @thejustinmilos www.jampersonaltraining.com,2/13/2015,0
5,Joe Rogan,joerogan,influencer,"Oh, look who's here, sweet bitches! It's @bryancallen! Big Brown is on the way - epic podcast to follow!",3/3/2015,0
6,Joe Rogan,joerogan,influencer,"Vision of the future, from 1930. Pretty spot on in that if you see two people sitting together at a restaurant today it's likely they're ignoring each other and fucking with their phones.",4/9/2015,0
7,Joe Rogan,joerogan,influencer,"Post workout lunch: kimchee and bananas washed down with a bottle of Kombucha. I'm healthy as fuck, yo.",5/4/2015,0
8,Joe Rogan,joerogan,influencer,"Sea World, seriously consider how fucked and insane it is to make something like this live in a swimming pool.",6/4/2015,0
9,Joe Rogan,joerogan,influencer,"Lunch: Elk tenderloin from a wild beast I shot with my bow Wednesday morning, a dash of @elyucateco_hotsauce Chile Habanero on the side, Ezekiel bread with almond butter and a glass of @gtskombucha. #healthyasfuck #keephammering @hoytbowhunting",10/9/2015,0
10,Joe Rogan,joerogan,influencer,A completely stunned Golden Pony at the greatest upset in combat sports history. #ufc193 @tonyhinchcliffe,11/15/2015,0
11,Joe Rogan,joerogan,influencer,Pre-show vibes in NYC. Going over material and getting my mind right. Sometimes I forget how awesome this city is.,11/3/2017,1
12,Joe Rogan,joerogan,influencer,"Come get your party on at New Years Eve in LA at @thewiltern with the great @ianedwardscomic and me!
Tickets available for the early show http://joerogan.net/tour",12/6/2017,1
13,Joe Rogan,joerogan,influencer,"No matter how many famous people you meet it’s still weird when you’re talking to Mel Gibson for real.
I had a great time with him and Dr. Riordan on the podcast today.",1/18/2018,1
14,Joe Rogan,joerogan,influencer,These coconut cashew and dark chocolate protein bites from @onnit are legit as fuck.,3/10/2018,1
15,Joe Rogan,joerogan,influencer,"#Repost @thecomedystore
・・・
It is with great sadness and very heavy hearts that we report the passing of Mitzi Shore. Mitzi was an extraordinary woman and leader who identified, cultivated and celebrated comedy’s best performers.  She helped change the face of comedy and leaves behind an indelible mark and legacy in the entertainment industry and stand-up community.  We will all miss her dearly.

The Comedy Store will be closed today.",4/11/2018,1
16,Joe Rogan,joerogan,influencer,"Post-run 1st meal of the day: elk with spicy kimchi and @primalkitchenfoods chipotle lime mayo.
Soooo fucking delicious!",6/5/2018,1
17,Joe Rogan,joerogan,influencer,Backstage at @themiragelv with the great and powerful @ianedwardscomic! Ready to sling them jokes!,7/7/2018,1
18,Joe Rogan,joerogan,influencer,"I’ve always had Parts Unknown DVR’ed, but ever since his death I’ve been very reluctant to watch it. Tonight I went on a binge. What a great fucking show, and what an interesting guy he was.",9/3/2018,1
19,Joe Rogan,joerogan,influencer,Good morning! “Strange Times” is here on @netflix @netflixisajoke and I hope you enjoy it.,10/2/2018,1
20,Joe Rogan,joerogan,influencer,"The belt is here! #soberoctober
Thank you to @proambelts for the dope championship strap!",11/5/2018,1
1,Colleen Ballinger,colleen,influencer,TOMORROW! Comedians in Cars getting coffee with Jerry Seinfeld comes out! I've never been more excited in my life! Make sure to check it out!,11/26/2014,0
2,Colleen Ballinger,colleen,influencer,Being an aunt is my favorite. Played with this adorable little dude all night. 😍👶,12/17/2014,0
3,Colleen Ballinger,colleen,influencer,About dat life. 💁💖👄💃😊 #NoFilter #Blessed #selfie #SorryNotSorry #HumbleLiving #GetOnMyLevel #WomanPower #PerfectSelfie4Dayz,1/22/2015,0
4,Colleen Ballinger,colleen,influencer,The most amazing dessert I've ever put in my mouth. Thank you @annapolyviou for being a genius and creating the most perfect sweets in the world. 💗,3/23/2015,0
5,Colleen Ballinger,colleen,influencer,"I'm so excited to announce that the incredible @wendybellissimo is designing my wedding dress! Everyone go follow her! I'm stalking people all day that follow her and comment on her photos! She is my fairy godmother and I'm so lucky to have such a beautiful, perfect, loving woman to look up to while I get ready for my wedding. You are all going to DIE when you see my wedding dress!!!! Wendy is incredible!!",5/2/2015,0
6,Colleen Ballinger,colleen,influencer,I GOT MY BOOK! I've never been so proud of anything in my life! I'm so excited! Go pre-order it today! MirandaSings.com to get the book!,6/20/2015,0
7,Colleen Ballinger,colleen,influencer,Missing my sweet @teenyz while I'm on tour. She's my sista from another Mista. Can't want to come home and cuddle you! 💜,8/17/2015,0
8,Colleen Ballinger,colleen,influencer,Headed to the Youtube space to watch a bunch of people win streamys and IM EXCITED OK? 💋 makeup by @excelle_s.a.girl,9/14/2015,0
9,Colleen Ballinger,colleen,influencer,I was hacked the other night by Jenna and Julian and I just found the photos. 😂 @jennamarbles @juliensolomita,9/26/2015,0
10,Colleen Ballinger,colleen,influencer,This is my new religion goodbye,10/30/2015,0
11,Colleen Ballinger,colleen,influencer,Stranger things season 2 came out today! Binge it and then binge Haters Back Off season 2! 😏,10/27/2017,1
12,Colleen Ballinger,colleen,influencer,Having so much fun with all my favorite people in Hawaii! So excited for the show today in Honolulu! Then it’s off to Maui for another show! Who’s coming? P.S. Make sure to follow all my cute friends! 💜,12/3/2017,1
13,Colleen Ballinger,colleen,influencer,"We might be the only family in the world that doesn’t get drunk during the holidays, but bish we love our sparkling apple cider and when that sugar rush kicks in, WATCH OUT!",12/25/2017,1
14,Colleen Ballinger,colleen,influencer,The last two days have been so much fun. Performing in Tampa and Atlanta was a blast! Hugging you all and hearing your stories makes me feel so happy and inspired. And getting to share the experience with @frankiejgrande and @thekorsoto was just amazing. Love them. Love you. I’m a happy lil’ bean.,1/28/2018,1
15,Colleen Ballinger,colleen,influencer,Paparazzi caught me in my natural habitat... Obsessing over a baby. (Paparazzi: @photographyballer),4/7/2018,1
16,Colleen Ballinger,colleen,influencer,My pregnancy app is telling me that my lil’ kid is the size of a beet. But that don’t seem very accurate bish cuz all these beets are different sizes!,7/3/2018,1
17,Colleen Ballinger,colleen,influencer,NEW VIDEO! Erik and I heard our baby’s heartbeat! It was a ridiculous experience that ended up being so magical. Link in my bio! 🤰🏻❤️,7/26/2018,1
18,Colleen Ballinger,colleen,influencer,Hung out with this queen today and waddled around some weird stores. Go follow @harveyguillen and tell him he’s sexy,9/18/2018,1
19,Colleen Ballinger,colleen,influencer,"It was an honor attending the @childrensla gala this evening! It didn’t take long for my baby boy to make me come home, but I was so happy I got to go support for at least a couple of hours. I’ll always be in awe of this incredible hospital and everything they do to save children’s lives. 🦋",10/20/2018,1
20,Colleen Ballinger,colleen,influencer,Happy Birthday to this sweet angel! You’re my favorite niece ever! 😉 love you my little Bailey bean!,11/6/2018,1
1,Selena Gomez,selenagomez,influencer,This is me hearing my single Heart on the radio for the first time. I tried to catch it properly but.. Yea. #aghkhbghh 💜,11/9/2014,0
2,Selena Gomez,selenagomez,influencer,"Honestly the absolute best way to end my year. @alexanderdeleon -the best ever, gentleman/bodyguard. Hope you all have a blessed new year! #hoteljumeirah",12/31/2014,0
3,Selena Gomez,selenagomez,influencer,I know I meant lives. I don't care about grammar. I'm sorry I had to share. Every life is worth it.,2/26/2015,0
4,Selena Gomez,selenagomez,influencer,My Paris family @gigihadid @riccardotisci17 @carineroitfeld @karllagerfeld 💙💙💙,3/11/2015,0
5,Selena Gomez,selenagomez,influencer,Vera Wang!! Felt like a princess yet again. ,5/4/2015,0
6,Selena Gomez,selenagomez,influencer,"It's nice to feel like a kid again for a second @tmarie247 in your case, most of the time. -I love you for always bringing out my inner child.",5/30/2015,0
7,Selena Gomez,selenagomez,influencer,Your girl is almost 23!! #gettinexcited #8days #whyamihuggingtheseatbelt #? ❤️,7/14/2015,0
8,Selena Gomez,selenagomez,influencer,Here's the first look of my new @elleusa cover!! One of my absolute favorite interviews. Elle you always do me justice. Love you!,9/15/2015,0
9,Selena Gomez,selenagomez,influencer,That was the day we sold our show to @netflix 🙈 I'll just be freaking out over here. Congratulations to the whole team! #13ReasonsWhy,10/29/2015,0
10,Selena Gomez,selenagomez,influencer,50 million 🙈🙀💜 - I love you guys. You make me smile. And I love secretly stalking some of your pages.,11/8/2015,0
11,Selena Gomez,selenagomez,influencer,Thank you beyond for your acknowledgment and honor @billboard but honestly thank you more for the event you held for women. That night was so inspiring and every woman spoke eloquently and with such force. I’ll try to continue to give my best to even remotely live up to a title. In the mean time I hope we all continue to give our best when the world wants to give us the worst. We aren’t stopping the fight,12/2/2017,1
12,Selena Gomez,selenagomez,influencer,"Protect kids, not guns! #MarchForOurLives",3/23/2018,1
13,Selena Gomez,selenagomez,influencer,"A while back I had the honor of being apart of the global citizen concert by having these amazing young men sing my song kill em with kindness in an epically, beautiful way. My heart was legit exploding to see them today!",4/19/2018,1
14,Selena Gomez,selenagomez,influencer,Season 2 of @13reasonswhy is out now!,5/18/2018,1
15,Selena Gomez,selenagomez,influencer,I’m grateful for those I surround myself with. And this woman right here happens to be one of my favorites. Love our tradition and I love you.,5/20/2018,1
16,Selena Gomez,selenagomez,influencer,Me when I finally get to tell you guys the #BackToYou Video is out tomorrow. ,6/4/2018,1
17,Selena Gomez,selenagomez,influencer,Hope everyone had a great 4th of July! Spent mine with some of my favorite people @disney ❤️,7/5/2018,1
18,Selena Gomez,selenagomez,influencer,"And lastly, my actual #1 @courtneyjbarry you are an incredible woman. The way you handle life’s most confusing moments is indescribable and graceful. You are moved by the littlest stories to the most heartbreaking ones, you will give someone your perfume if they say you smell nice, you are freaking hilarious and always stand firm in your faith, a loving sister, an amazing friend and a beautiful daughter. You are the definition of FEARFULLY and WONDERFULLY made baby! #1",8/18/2018,1
19,Selena Gomez,selenagomez,influencer,@connarfranklin is my real life Barbie. She makes all my stuff look cooler 💕sweater: @coach and rocking cute @puma,9/9/2018,1
20,Selena Gomez,selenagomez,influencer,"Mood lol (I was looking at myself in the mirror -like an idiot!) Update: taking a social media break. Again. As much as I am grateful for the voice that social media gives each of us, I am equally grateful to be able to step back and live my life present to the moment I have been given. Kindness and encouragement only for a bit! Just remember- negative comments can hurt anybody’s feelings. Obvi.",9/23/2018,1
1,Charlie Kirk,charliekirk1776,influencer,Had a great time addressing 600 students today about student loans and government involvement!,11/12/2014,0
2,Charlie Kirk,charliekirk1776,influencer,I was on Fox tonight. Too bad Ducks lost. But good for OhSt. One day I will see Oregon win a national championship. Go Ducks!,1/13/2015,0
3,Charlie Kirk,charliekirk1776,influencer,"Was on FOX live from beautiful, warm, and sunny Palm Beach.",3/2/2015,0
4,Charlie Kirk,charliekirk1776,influencer,Speaking to a room full of patriots in New Hampshire.,4/18/2015,0
5,Charlie Kirk,charliekirk1776,influencer,Chatting about how government makes everything more expensive.,5/18/2015,0
6,Charlie Kirk,charliekirk1776,influencer,Our attendees at the first ever Young Women's Leadership Summit! #BigGovSucks,6/15/2015,0
7,Charlie Kirk,charliekirk1776,influencer,Always a lively convo on Varney & Co on Fox Biz,7/31/2015,0
8,Charlie Kirk,charliekirk1776,influencer,Today our UBER video was featured on Fox Business News.,9/11/2015,0
9,Charlie Kirk,charliekirk1776,influencer,"Gun control isn't about guns, it's about control.",10/2/2015,0
10,Charlie Kirk,charliekirk1776,influencer,Enjoyed joining Neil Cavuto for post debate analysis live from Milwaukee today.,11/11/2015,0
11,Charlie Kirk,charliekirk1776,influencer,We were pretty excited about the biggest tax cut in a generation being passed,12/2/2017,1
12,Charlie Kirk,charliekirk1776,influencer,"Today I was amazed, honored, and surprised when I heard I was selected for Forbes 30 under 30 list. I used to read that list in high school, and it's incredible to now be on it. #30Under30 ",11/14/2017,1
13,Charlie Kirk,charliekirk1776,influencer,"This clip seems to be getting a lot of traction today! Too often leftists on campus are trying to discredit and silence opposing views based on the messenger, not the substance of the message.
Truth transcends color!",2/7/2018,1
14,Charlie Kirk,charliekirk1776,influencer,"Not all heroes wear capes.
Two months ago Kyle was just a normal high school student minding his own business.
Then tragedy struck his high school and everything changed.
He never wanted to be in the spotlight. He resisted TV interviews and attention after the horrible shooting at Parkland.
But then he realized that the tragedy at his school was being hijacked by radical voices that wish to take our rights away.
Kyle has rebalanced the national conversation on guns and has effectively articulated a reasonable point of view on school safety. Despite not being allowed to speak at the March or be allowed on CNN he continues to do everything he can to push back against the gun control zealots.
The wrath and anger he has endured because of his stances is beyond comprehension.

This goes to show the impact one person can have on a single issue. While all his classmates parade on cable tv advocating for gun control Kyle is the calm voice challenging the media consensus.
If that is not heroic I don’t know what is.
Oh, and he should totally debate David Hogg. And he would win.
Keep it up Kyle. Honored to know you brother. We have your back",3/27/2018,1
15,Charlie Kirk,charliekirk1776,influencer,"WE NEED TO BUILD THE WALL!
This is a defining issue for our culture and our country. Illegal immigration is undercutting the fundamental basis of America
Here are some FACTS about illegal immigration:
98% of all heroin and fentanyl comes across the southern border
12,400 kids are Sex trafficked across the border every year
Tens of thousands of guns are brought across the border each month
Illegal immigration costs taxpayers over 115 BILLION dollars a year in government services
Illegals are twice as likely to commit crimes than a natural born citizen
A nation is defined by its borders. The inability for us to be able to secure our own country will be a downfall or the greatest country ever to exist
ISIS is actively trying to cross the southern border with dirty bombs
A very smart person told me:
1) We must fulfill this as a core campaign promise

2) The physical Wall will improve the condition of our country and state of our financial condition. The drugs, crime, and burden upon America is incomprehensible
3) It will be a SYMBOL that we don’t just let anyone in. Getting into America is a gift, not a right.
Time to get tough. This is our last and only chance to secure our country
",4/2/2018,1
16,Charlie Kirk,charliekirk1776,influencer,"It takes courage to make a difference. @kylekashuv is a freaking American hero who stood up to the media, the left, and all of those who wish us harm. I AM PUMPED to announce he is now the high school director for us at @turningpointusa !! With his leadership, vision, intellect, and drive we will bring our high school movement to hundreds of more schools. Love you Kyle, it’s been such an honor working with you and can’t wait to change the world alongside you! Today I had the chance to introduce him at the @nationalrifleassociation meeting and then give some remarks. There is no first without the second. Once you give up your freedoms don’t expect to get them back! We stand, we fight, we win.",5/4/2018,1
17,Charlie Kirk,charliekirk1776,influencer,"Dr. Ben Carson is an American Hero and a beautiful story of a VICTOR! He is fighting the deep state and swamp everyday. Was special to see him and @realcandaceowens connect on a deeply personal level. Two amazing black leaders sharing wisdom, advice, and plans for the future!",5/22/2018,1
18,Charlie Kirk,charliekirk1776,influencer,"6 years ago today I gave my first speech debuting “Turning Point USA”

I was just an 18 year old kid from Chicago. No money, no experience, no connections, and no freaking idea what I was doing or getting into.
I have learned a lot in 6 years. Been through a lot. Hasn’t all been fun and joy, been a lot of pain and regret. Experience however is the best teacher. When you are going through hell, keep going.
I want to thank the following people:
Our students - this is why I fight. Nothing excites me more than seeing our chapters grow and our students get fired up for freedom. You are all modern day heroes. It is a great blessing to be fighting alongside you. Amazing to think we are on over 1,300 campuses now.
Our staff — I say it everyday, we have the best staff anywhere, anytime, any place! The amount of results TPUSA delivers is absolutely incredible. Our events, our digital initiatives, trainings, material, chapter creation, leadership development, you all work so hard and I am deeply honored to have you guys on our team. This summer we will have over 125 people on staff.
Our donors - without our investors none of this is possible. You literally put your money where your mouth is, and quite generously. I’ll never forget the first $10,000 Foster Friess gave me, and now we are on pace to raise over $15 million this year with over 35,000 people contributing. What a blessing from god. Our donors withstand amazing attacks for investing in conservative college activism. We love you guys and are so so thankful for all you make possible.
The original core - I won’t name names, but you know who you are. I am talking about the handful of people that were there when it was just crazy Charlie Kirk and his pipe-dream vision to “change the world” - you invested, believed, and worked. You did it when it was hard, and I will never forget you
THIS IS JUST THE BEGINNING! Turning point USA will be around for generations to come, and the fight for freedom is only getting started
I’m the luckiest high school grad ever, and without all the above belief, support, and luck I would just be another overly opinionated young conservatives ranting on Twitter. God bless",6/5/2018,1
19,Charlie Kirk,charliekirk1776,influencer,Met some anti @realDonaldTrump protestors today. They insisted he was a racist yet couldn’t name ONE RACIST THING HE HAS DONE! Like robots they try to dismiss the lowest ever black and Hispanic unemployment rate & amazing results—the “resistance” is weak!,9/13/2018,1
20,Charlie Kirk,charliekirk1776,influencer,"While losing the house is a setback, the average President loses 37 seats in his first midterm

Obama lost 63, Clinton lost 53, Trump lost 26

Advancing in the Senate by 5 seats is historic, and shows the movement is stronger than ever!

RE-ELECTION STARTS NOW!

President Trump needs our continued and sustained support! The fight for America has just begun. #maga",11/7/2018,1
1,Kim Kardashian,kimkardashian,influencer,Me & my bae out today 😍 Wearing my favorite bag painted by my little North 🎨,11/10/2014,0
2,Kim Kardashian,kimkardashian,influencer,"Best 24 hr ski trip with 8 couples! All my best friends from childhood, nope they won't let me tag them or name them. I respect their privacy by just posting a pic lol",1/19/2015,0
3,Kim Kardashian,kimkardashian,influencer,Locked inside a bedroom at motel 6 blasting Madonna Erotica on repeat and rolling around in a custom Prada bodysuit at 2am @stevenkleinstudio @TheLoveMagazine,2/6/2015,0
4,Kim Kardashian,kimkardashian,influencer,"So I went platinum!! I have the best team! Thank you to @joycebonelli for being my inspiration and introducing me to @GregoryRussellHair who cut my hair & put this team together! Thank you
@LorriGoddard_ who dyed my hair & got this color in one try! Not an easy task!",3/5/2015,0
5,Kim Kardashian,kimkardashian,influencer,Khloe & I brought along our cousins Kourtni & Kara Kardashian. We miss you Krista! Yes we have 3 cousins who are sisters that all start with a K too! LOL,4/10/2015,0
6,Kim Kardashian,kimkardashian,influencer,"So I get to a restaurant in São Paulo & my husband had a string quartet waiting playing Sam Smith!!!!! Every single waiter who brought food said ""This is from Mr. West for the best mother in the world""! Seriously I have the best husband ever!!!!",5/10/2015,0
7,Kim Kardashian,kimkardashian,influencer,Happy Birthday to my best friend in the entire world! You are the most amazing husband & dad! You inspire me every single day! You make all of your dreams reality & it's fascinating to be by your side & watching it all happen! You have a heart of gold! Have the best birthday ever! #SWISH,6/8/2015,0
